raw,replaced
"Biden attends Memorial Day ceremony, first time leaving home in two months .","Biden attends Memorial Day ceremony, first time leaving home in two months ."
2020-05-25 17:05:49 +00:00 .,2020-05-25 17:05:49 +00:00 .
Fox News,Fox News
Flash top headlines are here .,Flash top headlines are here .
Check out what 's clicking on Foxnews.com .,Check out what 's clicking on Foxnews.com .
"Leaving his home in Wilmington , Del. , for his first public trip anywhere since the coronavirus pandemic shuttered much of the country two months ago , former Vice President Joe Biden and his wife Jill made an unannounced visit on Monday to attend a Memorial Day wreath - laying ceremony .","Leaving Biden home in Wilmington  Del. , for Biden first public trip anywhere since the pandemic shuttered much of the country two months ago , Biden and Biden  Jill Biden made an unannounced visit on Monday to attend a Memorial Day wreath - laying ceremony  Memorial Day wreath - laying ceremony ."
"The presumptive Democratic presidential nominee wore a black mask covering his mouth and nose during the ceremony at Veterans Memorial Park at the Delaware Memorial Bridge in New Castle , which is a short drive from Biden 's home .","Biden wore a black mask covering Biden mouth and nose during a Memorial Day wreath - laying ceremony  a Memorial Day wreath - laying ceremony at Veterans Memorial Park at the Delaware Memorial Bridge in New Castle , which is a short drive from Biden home ."
"THE LATEST FROM FOX NEWS ON THE 2020 PRESIDENTIAL CAMPAIGN Democratic presidential candidate , former Vice President Joe Biden and Jill Biden depart after placing a wreath at the Delaware Memorial Bridge Veterans Memorial Park , Monday , May 25 , 2020 , in New Castle , Del. ( AP Photo / Patrick Semansky )","THE LATEST FROM FOX NEWS ON THE 2020 PRESIDENTIAL CAMPAIGN Democratic presidential candidate , Biden  The Bidens  Jill Biden depart after placing a wreath at the Delaware Memorial Bridge Veterans Memorial Park , Monday , May 25 , 2020 , in New Castle , Del. ( AP Photo / Patrick Semansky )"
"The Bidens placed a wreath of white flowers at the memorial , briefly spoke with the retired adjutant general of the Delaware National Guard , and saluted a small group of veterans before returning to their nearby motorcade , according to a press pool report .","The Bidens placed a wreath of white flowers at a Memorial Day wreath - laying ceremony , briefly spoke with the retired adjutant general of the Delaware National Guard , and saluted a small group of veterans before returning to a small group of veterans nearby motorcade , according to a press pool report ."
“ Never forget the sacrifices that these men and women made .,“ Never forget the sacrifices that these men and women made .
"Never , ever forget , ” Biden told reporters during the somber ceremony to honor members of the military killed while serving in the U.S. armed services .","Never , ever forget , ” Biden told reporters during a Memorial Day wreath - laying ceremony  a Memorial Day wreath - laying ceremony to honor members of the military killed while serving in the U.S. armed services ."
"The brief stop to mark the holiday was the first time the former vice president ’s left his Wilmington property since mid - March , when the pandemic forced most Americans to huddle in their homes in order to prevent the spread of the virus .","The brief stop to mark the holiday was the first time Biden  the former vice president ’s left the former vice president ’s  Wilmington property since mid - March , when the pandemic forced most Americans to huddle in most Americans homes in order to prevent the spread of the pandemic ."
The last public event Biden held outside his home was a March 12 briefing on the coronavirus with reporters at a hotel in Wilmington .,The last public event Biden held outside Biden  my house was a March 12 briefing on the coronavirus with reporters at a hotel in Wilmington .
""" It feels good to be out of my house , "" Biden told reporters .",""" It feels good to be out of Biden  my house , "" Biden told reporters ."
"Democratic presidential candidate , former Vice President Joe Biden and Jill Biden , arrive to lay a wreath at the Delaware Memorial Bridge Veterans Memorial Park , Monday , May 25 , 2020 , in New Castle , Del. ( AP Photo / Patrick Semansky )","Democratic presidential candidate , former Vice President Joe Biden and Jill Biden , arrive to lay a wreath at the Delaware Memorial Bridge Veterans Memorial Park , Monday , May 25 , 2020 , in New Castle , Del. ( AP Photo / Patrick Semansky )"
BIDEN SAYS HE 'S NOT ' HIDIN ' AS HE DEFENDS VIRTUAL CAMPAIGN STRATEGY,BIDEN SAYS HE 'S NOT ' HIDIN ' AS HE DEFENDS VIRTUAL CAMPAIGN STRATEGY
"Pushing back against criticism from President Trump and his allies that he ’s hiding in the basement of his home in Delaware during the coronavirus crisis , Biden emphasized two weeks ago that he ’s “ following the guidelines ” by campaigning online and argued that he ’s “ winning ” right now in his general election faceoff with the GOP incumbent in the White House .","Pushing back against criticism from President Trump and President Trump allies that President Trump ’s hiding in the basement of President Trump home in Delaware during the coronavirus crisis , Biden emphasized two weeks ago that Biden ’s “ following the guidelines ” by campaigning online and argued that Biden ’s “ winning ” right now in Biden general election faceoff with the GOP incumbent in White House ."
“ We ’re on the campaign trail now .,“ We ’re on the campaign trail now .
Everybody says ‘ Biden ’s hidin . ’,Everybody says ‘ Biden ’s hidin . ’
"Let me tell you something , we ’re doing very well .","Let me tell you something , We ’re doing very well ."
We ’re following the guidelines of the medical profession .,We ’re following the guidelines .
"We ’re following the guidelines of the experts , the Dr. Faucis of the world , ” Biden said in an interview on ABC ’s "" Good Morning America . ""","We ’re following the guidelines of the experts , the Dr. Faucis of the world , ” Biden said in an interview on ABC ’s "" Good Morning America . """
"With most Americans following social distancing guidelines to prevent the spread of the coronavirus , all large - scale events and gatherings have been scrapped , which has made holding traditional campaign events like rallies and town halls impossible .","With most Americans following social distancing guidelines to prevent the spread of the coronavirus , all large - scale events and gatherings have been scrapped , which has made holding traditional campaign events like rallies and town halls impossible ."
"Political campaigns have improvised , holding their interactions with voters and supporters and their fundraisers virtually .","Political campaigns have improvised , holding Political campaigns interactions with voters and supporters and Political campaigns fundraisers virtually ."
"After mostly staying at the White House for a month and a half , the president has made three coronavirus - related official White House trips to three crucial general election battleground states the past three weeks .","After mostly staying at White House for a month and a half , Biden has made three coronavirus - related official White House trips to three crucial general election battleground states the past three weeks ."
