raw,replaced
New York City hospital worker who caught coronavirus returns to treat patients .,New York City hospital worker who caught coronavirus returns to treat patients .
2020-04-02 12:16:50 +00:00 .,2020-04-02 12:16:50 +00:00 .
Dr. Stuart Ditchek tells ' Fox amp ; Friends ' that hospitals are running out of vital equipment to treat COVID-19 patients .,Dr. Stuart Ditchek tells ' Fox amp ; Friends ' that hospitals are running out of vital equipment to treat COVID-19 patients .
Get all the latest news on coronavirus and more delivered daily to your inbox .,Get all the latest news on coronavirus and more delivered daily to your inbox .
Sign up here .,Sign up here .
New Yorkers have a reputation for being tough and resilient – and Raeburn Fairweather is a shining example of that .,New Yorkers have a reputation for that tough and resilient – and Fairweather is a shining example of that .
The respiratory therapist at Brooklyn ’s Maimonides Medical Center is now back at work trying to save the lives of coronavirus patients after catching and recovering from the sickness himself .,I  Maimonides is now back at work trying to save the lives of coronavirus patients after catching and recovering from the sickness I .
"“ I love my job , and I was very bored at home , ” he told the New York Post this week , describing how his fever once reached 104 degrees while he was fighting COVID-19 .","“ I love I job , and I was very bored at home , ” I told the New York Post this week , describing how I fever once reached 104 degrees while I was fighting COVID-19 ."
CLICK,CLICK
HERE FOR FULL CORONAVIRUS COVERAGE The 47 - year - old father of five said he first started seeing symptoms after working a triple shift at the hospital in New York City on March 17 .,HERE FOR FULL CORONAVIRUS COVERAGE I said I first started seeing symptoms after working a triple shift at the hospital in New York City on March 17 .
One of his roles there is inserting and removing ventilator tubes from coronavirus - positive patients .,One of I roles there is inserting and removing ventilator tubes from coronavirus - positive patients .
"He then got tested the next day and started self - quarantining inside his Brooklyn home , using a spare room and bathroom avoided by his wife and 11 - year - old son , while awaiting the result .","I then got tested the next day and started self - quarantining inside I Brooklyn home , using a spare room and bathroom avoided by I  his wife and 11 - year - old son , while awaiting the result ."
"NEW YORK SURPASSES CHINA IN CORONAVIRUS CASES For more than a week , Fairweather says he was coughing up “ thick , white mucus ” and told the New York Post that his body “ felt like it was falling apart . ”","NEW YORK SURPASSES CHINA IN CORONAVIRUS CASES For more than a week , Fairweather says Fairweather was coughing up “ thick , white mucus ” and told the New York Post that Fairweather  it “ felt like it was falling apart . ”"
“ Headaches were immense .,“ Headaches were immense .
"They were making my eyeballs feel like they were on springs , ” he added .","Headaches were making Fairweather eyeballs feel like Headaches were on springs , ” Fairweather added ."
"Fairweather , a native of Jamaica , reportedly treated himself with Tylenol and an array of Caribbean home remedies made out of turmeric , garlic and ginger .","Fairweather reportedly treated Fairweather with Tylenol and an array of Caribbean home remedies made out of turmeric , garlic and ginger ."
"CLICK HERE TO GET THE FOX NEWS APP On Monday this week , he learned his test came back positive .","CLICK HERE TO GET THE FOX NEWS APP On Monday this week , Fairweather learned Fairweather test came back positive ."
"But Fairweather was allowed to return to Maimonides the same day since he had n’t experienced a fever in the 72 hours beforehand , in accordance with hospital policy , the newspaper adds .","But Fairweather was allowed to return to Maimonides the same day since Fairweather had n’t experienced a fever in the 72 hours beforehand , in accordance with hospital policy , THE FOX NEWS APP adds ."
"Fairweather says his first shift back was “ 17 hours non - stop "" and his wife and son living with him at his Brooklyn home have not shown any symptoms .","Fairweather says Fairweather first shift back was “ 17 hours non - stop "" and Fairweather  his wife and son living with Fairweather at Fairweather Brooklyn home have not shown any symptoms ."
