raw,replaced
Covid-19 impact: SBI Cards' pre-tax profit dips 71% to Rs 112 cr in Q4 FY20 .,Covid-19 impact: The company pre-tax profit dips 71% to Rs 112 cr in Q4 FY20 .
2020-05-08 18:56:27 +00:00 .,2020-05-08 18:56:27 +00:00 .
"The first quarterly result of and Payment Services ( SBI Cards ) after its debut on bourses in March , saw an all - round hit of Covid-19 pandemic .","The first quarterly result of and Payment Services ( SBI Cards ) after The company debut on bourses in June , saw an all - round hit of Covid-19 pandemic ."
"With additional bad loan provisioning of Rs 489 crore factoring in Covid - related disruption , reported a 71 per cent year - on - year decline in to Rs 112 crore in March 2020 quarter ( Q4 ) .","With additional bad loan provisioning of Rs 489 crore factoring in Covid - related disruption , reported a 71 per cent year - on - year decline in to Rs 112 crore in the June quarter ."
The company also witnessed Rs 90 - crore revenue from late fee reversal during the quarter .,The company also witnessed Rs 90 - crore revenue from late fee reversal during the June quarter .
Its net profit of the company saw a 66 per cent decline to Rs 84 crore .,The company net profit of The company saw a 66 per cent decline to Rs 84 crore .
"Had it not been for Covid-19 impact , the company would have reported a sharp 80 per cent year - on - year jump in its to Rs 692 core .","Had it not been for Covid-19 impact , The company would have reported a sharp 80 per cent year - on - year jump in The company to Rs 692 core ."
ALSO READ :,ALSO READ :
"Nomura predicts Indian GDP to contract by 5.2 % in FY21 , more rate cuts Although the key numbers such as interest income ( up by 42 per cent to Rs 1,348 crore ) , net interest margin ( up by 155 basis points to 16.6 per cent ) are strong , some indicators show that a few days of Covid - led disruption in the March quarter had negative implications on the company ’s overall business from adding new customers to spending by customers and also repayments .","Nomura predicts Indian GDP to contract by 5.2 % in FY21 , more rate cuts Although the key numbers such as interest income ( up by 42 per cent to Rs 1,348 crore ) , net interest margin ( up by 155 basis points to 16.6 per cent ) are strong , some indicators show that a few days of Covid - led disruption in the June quarter  June quarter had negative implications on The company ’s overall business from adding new customers to spending by customers and also repayments ."
"For instance , addition of new accounts fell sharply from 10,000 a day during January to mid - March 2020 to just 4,000 in the later part March .","For instance , addition of new accounts fell sharply from 10,000 a day during January to mid - March 2020 to just 4,000 in the later part March ."
The spends too declined by 32 per cent to Rs 256 crore during the same period .,The spends too declined by 32 per cent to Rs 256 crore during the same period .
While panic buying by customers in the last 2 - 3 days of March pushed overall card spending in Q4 by 15.5 per cent year - on - year .,While panic buying by customers in the last 2 - 3 days of June pushed The spending in Q4 by 15.5 per cent year - on - year .
"The spending got tapered in April and remained volatile , according to the management .","The spending got tapered in April and remained volatile , according to The management of the company ."
"The management of the company said the June quarter will get impacted because they are not able source new cards , and the collections are also down .","The management of the company  The company said the June quarter  June quarter will get impacted because The management of the company are not able source new cards , and the collections are also down ."
"ALSO READ : FM to discuss credit flow to NBFCs , businesses with banks on Monday","ALSO READ : FM to discuss credit flow to NBFCs , businesses with banks on Monday"
"What ’s more , repayment by customers got impacted due to moratorium and low collection ability due to Over 800,000 customers , or 9 per cent , ( 25 per cent have repaid in April ) with outstanding amount of Rs 3,400 crore as of March 2020 have availed moratorium .","What ’s more , repayment by customers got impacted due to moratorium and low collection ability due to Over 800,000 customers , or 9 per cent , ( 25 per cent have repaid in April ) with outstanding amount of Rs 3,400 crore as of March 2020 have availed moratorium ."
This also helped to report lower gross to 2 per cent as of March 2020 from 2.47 per cent December 2019 quarter .,This also helped to report lower gross to 2 per cent as of March 2020 from 2.47 per cent December 2019 quarter .
"As per the management , NPAs would have gone up with ought moratorium .","As per The management of the company , NPAs would have gone up with ought moratorium ."
