raw,replaced
Covid-19 relief: HDFC Bank releases FAQ on deferred EMIs and its impact .,Covid-19 relief: HDFC Bank releases FAQ on deferred EMIs and deferred EMIs impact .
2020-04-02 08:31:54 +00:00 .,2020-04-02 08:31:54 +00:00 .
"As the announced relief measures for the common man to deal with coronavirus , several have come out with their explanations on what will the impact on the EMIs for the customers if they opt for deferring the EMIs by three months .","As the announced relief measures for the common man to deal with coronavirus , several have come out with several explanations on what will the impact on the EMIs for the customers if the customers opt for deferring the EMIs by three months ."
"Here is an FAQ by HDFC Bank , explaining how the stipulation by RBI will impact its customers .","Here is an FAQ by The bank , explaining how the stipulation by RBI will impact The bank customers ."
FAQs on Moratorium 1 .,FAQs on Moratorium 1 .
What is the moratorium provided for loans under Covid-19 - regulatory package ?,What is the EMI moratorium ?
All customers who have availed of retail instalment loan or any other retail credit facilities prior to 1st March 2020 are eligible .,All customers who have availed of retail instalment loan or any other retail credit facilities prior to 1st March 2020 are eligible .
"Customers having overdues prior to 1st March 2020 may also opt for the moratorium , and their requests shall be considered by the bank based on its merits .","Customers having overdues prior to 1st March 2020 may also opt for the EMI moratorium , and Customers requests shall be considered by The bank based on The bank merits ."
"For such customers , the extant IRAC norms shall apply What will happen if customer chooses the EMI Moratorium ?","For such customers , the extant IRAC norms shall apply What will happen if customer chooses EMI Moratorium  EMI Moratorium ?"
"For example , if a customer has paid the EMI for the month of Mar’2020 and has opted for moratorium for April & May’2020 , then the loan tenure will get extended by 2 months .","For example , if a customer has paid EMI for the month of Mar’2020 and has opted for moratorium for April & May’2020 , then the loan tenure will get extended by 2 months ."
4 .,4 .
"If customer does not want the EMI moratorium , what should they do ?","If customer does not want the EMI moratorium  EMI moratorium , what should customer do ?"
The bank encourage customers with adequate funds to continue paying during this period to avoid the extra interest charges and tenure extension .,The bank encourage customers with adequate funds to continue paying during this period to avoid the extra interest charges and tenure extension .
5 .,5 .
If a customer has come with a query of EMI being debited from their account in spite of RBI announcing moratorium ?,If a customer has come with a query of EMI being debited from a customer account in spite of RBI announcing moratorium ?
"Kindly note , all customers may not opt for the moratorium given that there is an additional levy of interest payable under the terms of the Moratorium .","Kindly note , all customers may not opt for the EMI moratorium given that there is an additional levy of interest payable under the terms of EMI Moratorium ."
6 .,6 .
What are the charges that customers have to pay if they avail of the EMI moratorium ?,What are the charges that customers have to pay if customers avail of the EMI moratorium  EMI moratorium ?
7 .,7 .
What is the process for the customer to apply for the EMI moratorium ?,What is the process for the customer to apply for the EMI moratorium  EMI moratorium ?
Customer should know that they can defer their EMI by providing their consent to the bank through any of the following ways .,Customer should know that Customer can defer EMI  Customer EMI by providing Customer consent to The bank through any of the following ways .
Please advise customers to keep their loan account number handy for the purpose .,Please advise customers to keep customers loan account number handy for the purpose .
"Also , inform customers that the details provided by them have to be correct and as per bank ’s record , else the request will be considered void .","Also , inform customers that the details provided by customers have to be correct and as per bank ’s record , else the request will be considered void ."
And once the request is submitted it can not be changed /modified .,And once the request is submitted the request can not be changed /modified .
Can a customer avail EMI moratorium for more than one loan from 9 .,Can a customer avail EMI moratorium for more than one loan from 9 .
What is the process for the customer to avail EMI Moratorium for more than one loan ? 10 .,What is the process for the customer to avail EMI  EMI Moratorium for more than one loan ? 10 .
"What if a customer has already paid EMIs for April 2020 and or May 2020 and would like to avail the moratorium till 31st May 2020 , please inform them as below .","What if a customer has already paid EMIs for April 2020 and or May 2020 and would like to avail the EMI moratorium till 31st May 2020 , please inform EMIs as below ."
No .,No .
Opting for the EMI moratorium will not affect any customers Credit Rating or Score 12 .,Opting for the EMI moratorium  EMI moratorium will not affect any customers Credit Rating or Score 12 .
Are all credit card customers eligible for this moratorium ?,Are all credit card customers eligible for the EMI moratorium ?
All credit card customers will be deemed eligible for the moratorium if they are : ( a ) regular with their payments on or before 01st March'20 on their credit card and loans taken on the credit card 13 .,All credit card customers will be deemed eligible for the EMI moratorium if All credit card customers are : ( a ) regular with All credit card customers payments on or before 01st March'20 on All credit card customers credit card and loans taken on the credit card 13 .
If a Credit Card customer enquires about moratorium facility for Credit Card dues and Loans on Credit Cards ?,If a Credit Card customer enquires about moratorium facility for Credit Card dues and Loans on Credit Cards ?
14 .,14 .
What is the process of availing moratorium for a Credit Card Customer ?,What is the process of availing moratorium for a Credit Card Customer ?
"To avail the moratorium on their credit card , customer can – 15 .","To avail the moratorium on their credit card , customer can – 15 ."
Will there be any interest levied for the moratorium period on customers ’ credit card outstanding and loan on credit cards ?,Will there be any interest levied for the moratorium period on customers ’ credit card outstanding and loan on credit cards ?
"Kindly note , that the EMI moratorium is a deferment of payment and not a waiver of interest .","Kindly note , that the EMI moratorium  EMI moratorium is a deferment of payment and not a waiver of interest ."
Customer is required to pay the minimum amount due or total outstanding along with accrued interest charges on the due date after 31st May 2020 .,Customer is required to pay the minimum amount due or total outstanding along with accrued interest charges on the due date after 31st May 2020 .
