raw,replaced
About all those sirens in New York City .,About all those sirens in New York City .
2020-04-09 00:02:42 +00:00 .,2020-04-09 00:02:42 +00:00 .
Get breaking news alerts and special reports .,Get breaking news alerts and special reports .
"The news and stories that matter , delivered weekday mornings .","The news and stories that matter , delivered weekday mornings ."
"Since the beginning of the coronavirus outbreak , residents of hard - hit New York City have been talking about ambulance sirens and how the wailing never seems to stop .","Since the beginning of the coronavirus outbreak , residents of hard - hit New York City have been talking about ambulance sirens and how the wailing never seems to stop ."
They 're not imagining things — but the reality is even grimmer than some may have guessed .,residents of hard - hit New York City 're not imagining things — but the reality is even grimmer than some may have guessed .
"A huge number of those ambulances are responding to fatal or near - fatal heart attacks suffered by New Yorkers whose true health issue may be COVID-19 , the disease associated with the coronavirus .","A huge number of those ambulances are responding to fatal or near - fatal heart attacks suffered by New Yorkers whose true health issue may be COVID-19 , the disease associated with the coronavirus ."
"Emergency Medical Services , the part of the fire department that runs the city 's paramedic response , is responding to three or four times its average daily number of cardiac calls , with each call almost twice as likely to involve a death .","Emergency Medical Services , the part of the fire department that runs the city 's paramedic response ,  New York City paramedic response , is responding to three or four times Emergency Medical Services , the part of the fire department that runs the city 's paramedic response , average daily number of cardiac calls , with each call almost twice as likely to involve a death ."
"According to the Fire Department of New York , or FDNY , it means more patients are calling 911 closer to death , and many more of them are dying despite the best efforts of EMTs and paramedics before they ever reach a hospital .","According to FDNY , Emergency Medical Services , the part of the fire department that runs the city 's paramedic response , means more patients are calling 911 closer to death , and many more of them  more patients are dying despite the best efforts of EMTs and paramedics before many more of them ever reach a hospital ."
""" The dramatic increase of cardiac arrest calls and deaths from cardiac arrest calls demonstrates the impact suspected or confirmed COVID-19 patients are having on 911 and what EMS members are having to respond to every day , "" said a senior fire official .",""" The dramatic increase of cardiac arrest calls and deaths from cardiac arrest calls demonstrates the impact suspected or confirmed COVID-19 patients are having on 911 and what EMS members are having to respond to every day , "" said a senior fire official ."
NBC News was provided with raw numbers by FDNY data analysts who have been comparing the number of cardiac arrest calls this year to those last year .,NBC News was provided with raw numbers by FDNY data analysts who have been comparing the number of cardiac arrest calls this year to those last year .
The difference is stark .,The difference is stark .
"To EMS , a cardiac call is a 911 call in which a patient is dead from cardiac arrest or very close to it .","To EMS , a cardiac call is a 911 call in which a patient is dead from cardiac arrest or very close to cardiac arrest ."
"""",""""
"Death on a call "" means the person was found with obvious signs of death when the ambulance arrived , like rigor mortis , or could n't be resuscitated after the paramedics arrived .","Death on a call "" means the person was found with obvious signs of death when the ambulance arrived , like rigor mortis , or could n't be resuscitated after the paramedics arrived ."
"From March 20 to April 5 , 2019 , cardiac calls averaged 69 a day in New York City , with an average of 27 deaths — 39 percent of the calls .","From March 20 to April 5 , 2020 , cardiac calls averaged 69 a day in New York City , with an average of 27 deaths — 39 percent of the calls ."
"For the same period this year , cardiac calls averaged 195 a day , with an average of 129 deaths , meaning 66 percent of those calls involved a death .","For the same period this year , those calls averaged 195 a day , with an average of 129 deaths , meaning 66 percent of those calls involved a death ."
The difference has become more pronounced as the disease has spread .,The difference has become more pronounced as the disease has spread .
"From March 30 to April 5 , 2019 , there were an average of 69 calls a day for cardiac patients and 26 deaths , meaning 38 percent of the calls .","From March 30 to April 5 , 2020 , there were an average of 69 calls a day for cardiac patients and 26 deaths , meaning 38 percent of the calls ."
"For March 30 to April 5 , 2020 — the week ending Sunday — cardiac calls averaged 284 a day , with 200 deaths a day .","For March 30 to April 5 , 2020 — the week ending Sunday — cardiac calls averaged 284 a day , with 200 deaths a day ."
Seventy - two percent of the calls ended in death .,Seventy - two percent of the calls ended in death .
The numbers for Sunday were the highest yet .,The numbers for Sunday were the highest yet .
"Out of 322 cardiac calls , 241 , or almost 75 percent , ended in death .","Out of 322 cardiac calls , 241 , or almost 75 percent , ended in death ."
Capt .,Capt .
"Jing Kong , a 16 - year EMS veteran , said via the official FDNY Instagram account , "" I know crews that go from cardiac arrest to cardiac arrest all day . ""","I  EMS veteran , said via the official FDNY Instagram account , "" I know crews that go from cardiac arrest to cardiac arrest all day . """
Download the NBC News app for full coverage and alerts about the coronavirus outbreak,Download the NBC News app for full coverage and alerts about the coronavirus outbreak
"According to the fire department , many of this year 's cardiac calls also involve notations that the patient is suffering or has suffered fever and cough , but the precise percentage is unknown .","According to FDNY , many of this year  the calls also involve notations that the patient is suffering or has suffered fever and cough , but the precise percentage is unknown ."
Sunday is the most recent day for which the department provided data .,Sunday is the most recent day for which FDNY provided data .
