raw,replaced
U.K.s Johnson names new son with tribute to doctors who treated him for COVID-19 .,U.K.s Johnson names new son with tribute to doctors who treated new son for COVID-19 .
2020-05-02 14:40:04 +00:00 .,2020-05-02 14:40:04 +00:00 .
Get breaking news alerts and special reports .,Get breaking news alerts and special reports .
"The news and stories that matter , delivered weekday mornings .","The news and stories that matter , delivered weekday mornings ."
"Britain 's Prime Minister Boris Johnson and his fiancée , Carrie Symonds have announced the name of their new baby son , born Wednesday .","Johnson  The couple  Britain 's Prime Minister Boris Johnson and Johnson  Symonds have announced the name Wilfred  new son  The couple new baby son , born Wednesday ."
"Their new arrival will be known as "" Wilfred Lawrie Nicholas Johnson "" , Symonds wrote on her Instagram page Saturday .","The couple new arrival will be known as "" Wilfred Lawrie Nicholas Johnson "" , Symonds wrote on Symonds Instagram page Saturday ."
"Symonds , 32 , an environmental activist and former official in Johnson 's ruling Conservative Party said the name Wilfred came from the Prime Minister 's grandfather and Lawrie from her grandfather .",Symonds  Johnson ruling Conservative Party said the name Wilfred came from the Prime Minister 's grandfather and Lawrie from Symonds grandfather .
"Nicholas was inspired by the names of two doctors , both called Nick , who had treated the Johnson , when he was sick in hospital with COVID-19 last month .","Nicholas was inspired by the names of two doctors , both called Nick , who had treated Johnson , when Johnson was sick in hospital with COVID-19 last month ."
""" I could n't be happier .",""" Symonds could n't be happier ."
"My heart is full , "" Symonds wrote alongside a picture of her cradling her new son .","Symonds heart is full , "" Symonds wrote alongside a picture of Symonds cradling new son  Symonds new son ."
"Wilfred Johnson was born healthy at University College Hospital in London Wednesday morning , she said , adding that the couple wanted to thank their "" fantastic "" maternity team .","Johnson was born healthy at University College Hospital in London Wednesday morning , Symonds said , adding that The couple wanted to thank The couple "" fantastic "" maternity team ."
"The Prime Minister , 55 , recently recovered from COVID-19 after spending days in the intensive care unit of a London hospital .","the Prime Minister 's  the Prime Minister 's , recently recovered from COVID-19 after spending days in the intensive care unit of a London hospital ."
"He was discharged on April 12 and thanked staff with Britain 's National Health Service "" for saving my life . ""","the Prime Minister 's was discharged on April 12 and thanked staff with Britain 's National Health Service "" for saving the Prime Minister 's life . """
"Symonds , said she also had COVID-19 symptoms while pregnant but was not tested .","Symonds , said Symonds also had COVID-19 symptoms while pregnant but was not tested ."
"Johnson , returned to work this week as the United Kingdom recorded more than 27,000 deaths from COVID-19 — giving it one of the highest death tolls in Europe .","Johnson , returned to work this week as the United Kingdom recorded more than 27,000 deaths from COVID-19 — giving the United Kingdom one of the highest death tolls in Europe ."
Some have criticized his government 's response to the crisis .,Some have criticized Johnson government 's response to the crisis .
"For years Johnson 's private life has been the subject of some speculation , fueled in part by his repeated refusal to confirm how many children he has .","For years Johnson private life has been the subject of some speculation , fueled in part by Johnson repeated refusal to confirm how many children Johnson has ."
"He has been married twice before and fathered four children with his second wife Marina Wheeler , a prominent barrister .","Johnson has been married twice before and fathered four children with Johnson second wife Marina Wheeler , a prominent barrister ."
The couple separated after 25 years in September 2018 and later divorced .,The couple separated after 25 years in September 2018 and later divorced .
"In 2013 , when Johnson was Mayor of London , appeal court judges ruled that the public had the right to know whether he had an extramarital affair with a woman who gave birth to his daughter .","In 2013 , when Johnson was Mayor of London , appeal court judges ruled that the public had the right to know whether Johnson had This  Johnson daughter ."
"This is his first child with Symonds , and their wedding would be the first for a sitting prime minister in some 250 years .","This is Johnson first child with Symonds , and The couple wedding would be the first for a sitting prime minister in some 250 years ."
