raw,replaced
Parent in college admission scam leaving prison early because of coronavirus .,Parent in college admission scam leaving prison early because of coronavirus .
2020-04-17 19:50:31 +00:00 .,2020-04-17 19:50:31 +00:00 .
Get breaking news alerts and special reports .,Get breaking news alerts and special reports .
"The news and stories that matter , delivered weekday mornings .","The news and stories that matter , delivered weekday mornings ."
"BOSTON — A parent sentenced to six months in prison for participating in the college admissions bribery scheme is getting to go home early because of the coronavirus pandemic , a federal judge has ruled .","BOSTON — Macfarlane is getting to go home early because of the virus , The judge has ruled ."
"Toby Macfarlane , a former real estate executive from Del Mar , California , will be released to home confinement after his lawyers argued the conditions behind bars put him at serious risk of contracting the virus .",Macfarlane will be released to home confinement after Macfarlane  his lawyers argued the conditions behind bars put Macfarlane at serious risk of contracting the virus .
"He will be released after he completes a 14 - day quarantine in prison on April 21 , U.S. District Judge Nathaniel Gorton said this week .","Macfarlane will be released after Macfarlane completes a 14 - day quarantine in prison on April 21 , The judge said this week ."
"Macfarlane was sentenced in November after admitting to paying $ 450,000 to get his children into the University of Southern California as fake athletic recruits .","Macfarlane was sentenced in November after admitting to paying $ 450,000 to get Macfarlane children into the University of Southern California as fake athletic recruits ."
Macfarlane was supposed to be released from prison on June 30 .,Macfarlane was supposed to be released from prison on June 30 .
His lawyer said his client was told earlier this month that he would be transferred to a halfway house but first had to undergo a 14 - day quarantine .,Macfarlane  Macfarlane 's lawyer said Macfarlane  Macfarlane client was told earlier this month that Macfarlane would be transferred to a halfway house but first had to undergo a 14 - day quarantine .
"Macfarlane was then taken to higher - security facility , where his lawyers say he has been confined 24 hours a day and had no change of clothes .","Macfarlane was then taken to higher - security facility , where Macfarlane  his lawyers say Macfarlane has been confined 24 hours a day and had no change of clothes ."
The judge said Macfarlane 's two - weeks in confinement is the equivalent of spending two months in the lower - security camp where he was serving .,The judge said Macfarlane two - weeks in confinement is the equivalent of spending two months in the lower - security camp where Macfarlane was serving .
"Therefore , the judge cut his sentence to time served and ordered him to remain in home confinement with electronic monitoring until June 30 .","Therefore , The judge cut Macfarlane sentence to time served and ordered Macfarlane to remain in home confinement with electronic monitoring until June 30 ."
An email was sent to Macfarlane 's lawyer on Friday .,An email was sent to Macfarlane  Macfarlane 's lawyer on Friday .
Macfarlane is among nearly two dozen parents who have pleaded guilty in the case .,Macfarlane is among nearly two dozen parents who have pleaded guilty in the case .
"Others include “ Desperate Housewives ” actress Felicity Huffman , who was sentenced to two weeks behind bars for paying $ 15,000 to have someone rig her daughter 's entrance exam .","Others include “ Desperate Housewives ” actress Felicity Huffman , who was sentenced to two weeks behind bars for paying $ 15,000 to have someone rig her daughter 's entrance exam ."
"Parents still fighting the case include “ Full House ” actress Lori Loughlin and her fashion designer husband Mossimo Giannulli , who are charged with paying $ 500,000 to get their two daughters into USC .","Parents still fighting the case include “ Full House ” actress Lori Loughlin and Full House ” actress Lori Loughlin fashion designer husband Mossimo Giannulli , who are charged with paying $ 500,000 to get their two daughters into USC ."
