raw,replaced
Broadway finds a way for the show to go on amid coronavirus .,Broadway finds a way for the show to go on amid coronavirus .
2020-03-15 17:53:45 +00:00 .,2020-03-15 17:53:45 +00:00 .
Get breaking news alerts and special reports .,Get breaking news alerts and special reports .
"The news and stories that matter , delivered weekday mornings .","The news and stories that matter , delivered weekday mornings ."
"When New York Gov. Andrew Cuomo banned all gatherings of 500 people or more , causing Broadway theaters to dim their lights through April 12 , the theater community went online to deliver show tunes to disappointed fans .","When New York Gov. Andrew Cuomo banned all gatherings of 500 people or more , causing Broadway  Broadway theaters to dim Broadway theaters lights through April 12 , the theater community went online to deliver show tunes to disappointed fans ."
"After the ban went into effect Thursday at 5 p.m. , the musical “ Hamilton ” tweeted songs throughout the evening to engage with fans using # HamAtHome .","After banned went into effect Thursday at 5 p.m. , the musical “ Hamilton ” tweeted songs throughout the evening to engage with fans using # HamAtHome ."
"“ Hamilton ” creator Lin - Manuel Miranda also released a never - before- heard song called “ I Have This Friend , ” tweeting , “ Wish I could send you peace of mind via this app .","“ Hamilton ” creator Lin - Manuel Miranda also released a never - before- heard song called “ I Have This Friend , ” tweeting , “ Wish I could send you peace of mind via this app ."
Alas .,Alas .
But I can send you music no one 's heard . ”,But I can send you music no one 's heard . ”
A video posted by Tony Award - winning actress Laura Benanti went viral Friday as she asked any high school students prevented from performing in their high school musicals because they were canceled due to coronavirus to send her videos of them performing songs .,The videos  Benanti went viral Friday as Benanti asked any high school students prevented from performing in their high school musicals  any high school students prevented from performing in their high school musicals high school musicals because any high school students prevented from performing in their high school musicals were canceled due to coronavirus to send Benanti videos of any high school students prevented from performing in their high school musicals performing songs .
"“ I know for me , my high school musical was a lifesaver , ” Benanti said in the video .","“ I know for I , I high school musical was a lifesaver , ” Benanti said in The videos ."
"“ So , if you would like to sing a song that you are not going to get to sing now and tag me , I want to see you .","“ So , if you would like to sing a song that you are not going to get to sing now  you are not going to get to sing now and tag I , I want to see you ."
I want to hear it . ”,I want to hear a song that you are not going to get to sing now . ”
"Videos from students of all ages singing songs that they were meant to perform — known as “ Sunshine Songs”—have since flooded in , creating a space for people to celebrate their work that likely would not have been seen otherwise .","Videos from students of all ages singing songs that students of all ages were meant to perform — known as “ Sunshine Songs”—have since flooded in , creating a space for people to celebrate people work that likely would not have been seen otherwise ."
"“ You know , a lot of people buy tickets and buy flights six months to a year in advance , ” said Alan Henry , digital managing editor for BroadwayWorld .","“ You know , a lot of people buy tickets and buy flights six months to a year in advance , ” said Alan Henry , digital managing editor for BroadwayWorld ."
"“ So it was really just , how do we bring a little bit of joy during this less than easy time for a lot of people ? ”","“ So it was really just , how do we bring a little bit of joy during this less than easy time for a lot of people ? ”"
"The videos encourage viewers to donate to Broadway Cares / Equity Fights AIDS , which had to cancel its annual concert "" Broadway Backwards Fundraiser "" on March 16 , as well as the Actor ’s Fund , an organization that provides assistance to people in the entertainment industry in distress .","The videos encourage viewers to donate to Playbill , as well as the Actor ’s Fund , an organization that provides assistance to people in the entertainment industry in distress ."
"“ If anyone likes the videos , instead of the money they would spend on a Broadway ticket , maybe sending a few dollars their way as they help out a community that ’s going through a very tough time . ”","“ If anyone likes The videos , instead of the money anyone would spend on a Broadway ticket , maybe sending a few dollars anyone way as anyone help out a community that ’s going through a very tough time . ”"
Playbill also started a daily Twitter thread called # PlaybillTunes as a place for Broadway stars to make recommendations for cast albums .,Playbill also started a daily Twitter thread called # PlaybillTunes as a place for Broadway stars to make recommendations for cast albums .
"While disappointed that the theaters are closing for now , some people who held tickets for shows during the next month say that they understand why it ’s necessary for them to temporarily close .","While disappointed that the theaters are closing for now , some people who held tickets for shows during the next month  the shows during the next month say that some people who held tickets for shows during the next month understand why it ’s necessary for some people who held tickets for shows during the next month to temporarily close ."
"Ryan Lefebvre drove four - and - a - half hours to New York City from New Hampshire with his family to watch “ Hadestown , ” “ Beetlejuice , ” and “ Six ” this weekend before finding out the shows were canceled .","Lefebvre drove four - and - a - half hours to Greater New York from New Hampshire with Lefebvre family to watch “ Hadestown , ” “ Beetlejuice , ” and “ Six ” this weekend before finding out the shows were canceled ."
"“ I kind of see the big picture and understand where it ’s all coming from , ” said Lefebvre , who works in health care consulting .","“ I kind of see the big picture and understand where the big picture ’s all coming from , ” said Lefebvre ."
""" I think that it was really good that they did that .",""" Lefebvre think that it was really good that they did that ."
"I certainly , from a personal level , was really bummed . ”","Lefebvre certainly , from a personal level , was really bummed . ”"
"After working with Ticketmaster and Telecharge for refunds to the shows , Lefebvre was able to rebook tickets for all three shows next month .","After working with Ticketmaster and Telecharge for refunds to the shows , Lefebvre was able to rebook tickets for the shows next month ."
The Broadway League released a statement Thursday urging people to contact their points of purchase to receive refunds or exchanges on tickets for performances through April 12 .,The Broadway League released a statement Thursday urging people to contact people points of purchase to receive refunds or exchanges on tickets for performances through April 12 .
Questions still swirl around what will happen to those who have been left unemployed for the next month .,Questions still swirl around what will happen to those who have been left unemployed for the next month .
"“ As theaters and concert halls go dark , we must ensure that musicians and other arts workers are not left behind , ” said Adam Krauthamer , president of the Associated Musicians of Greater New York , in a statement Friday .","“ As theaters and concert halls go dark , we must ensure that musicians and other arts workers are not left behind , ” said Adam Krauthamer , president of the Associated Musicians of Greater New York , in a statement Friday ."
