raw,replaced
Georgia's GOP governor admits he just learned asymptomatic people can spread coronavirus .,Georgia's GOP governor admits Georgia's GOP governor just learned asymptomatic people can spread coronavirus .
2020-04-02 15:42:46 +00:00 .,2020-04-02 15:42:46 +00:00 .
Get breaking news alerts and special reports .,Get breaking news alerts and special reports .
"The news and stories that matter , delivered weekday mornings .","The news and stories that matter , delivered weekday mornings ."
"Brian Kemp , the Republican governor of Georgia , admitted on Wednesday that he had only just learned that asymptomatic individuals can still spread coronavirus — even though health experts had warned about the possibility as early as January .","Kemp  Georgia , admitted on Wednesday that Kemp had only just learned that those individuals can still spread coronavirus — even though health experts had warned about — as early as January ."
"Kemp , in a press conference on Wednesday said the fact that he ’d just learned that information contributed to him issuing a statewide shelter - in - place order in Georgia .","Kemp , in a press conference on Wednesday said the fact that Kemp  us just learned that information contributed to Kemp issuing a statewide shelter - in - place order in Georgia ."
"Kemp , said that he had , in just the last 24 hours , learned “ that this virus is now transmitting before people see signs . ”","Kemp , said that Kemp had , in the last 24 hours , learned “ that the virus is now transmitting before people see signs . ”"
"“ So what we ’ve been telling people from directives from the CDC for weeks now , that if you start feeling bad stay home , those individuals could have been infecting people before they ever felt bad , ” Kemp said .","“ So what us been telling people from directives from the CDC for weeks now , that if you start feeling bad stay home , those individuals could have been infecting people before those individuals ever felt bad , ” Kemp said ."
“ Well we did n’t know that until the last 24 hours ” he added .,“ Well us did n’t know that until the last 24 hours ” Kemp added .
"“ This is a game - changer for us , ” Kemp said .","“ This is a game - changer for us , ” Kemp said ."
The Centers for Disease Control and Prevention said as early as March 30 that coronavirus could be spread by asymptomatic individuals who had been infected .,The Centers for Disease Control and Prevention said as early as March 30 that coronavirus could be spread by asymptomatic individuals who had been infected .
"However , prominent doctors had publicly discussed that finding for months .","However , prominent doctors had publicly discussed spread for months ."
""" There 's no doubt ...",""" There 's no doubt ..."
"that asymptomatic transmission is occurring , "" Dr. Anthony Fauci , director of the National Institute for Allergy and Infectious Diseases , said in January , though it was unclear at the time how the widespread it was occurring .","that asymptomatic transmission is occurring , "" Dr. Anthony Fauci , director of the National Institute for Allergy and Infectious Diseases , said in January , though it was unclear at the time how the widespread spread was occurring ."
"Dr. Deborah Birx , the coronavirus response coordinator for the White House Coronavirus Task Force , said last month that young people in particular could be spreading the virus without knowing .",Birx said last month that young people in particular could be spreading the virus without knowing .
""" Until you really understand how many people are asymptomatic and asymptomatically passing the virus on , we think it 's better for the entire American public to know that the risk of serious illness may be low , but they could be potentially spreading the virus to others , "" Birx said .",""" Until you really understand how many people are asymptomatic and asymptomatically passing the virus on , the National Institute for Allergy and Infectious Diseases think it 's better for the entire American public to know that the risk of serious illness may be low , but the entire American public could be potentially spreading the virus to others , "" Birx said ."
"Kemp said it was learning that information that led him to issue his shelter - in - place order , making him just the latest U.S. governor to do so .","Kemp said it was learning that information that led Kemp to issue Kemp  The order , making Kemp just the latest U.S. governor to do so ."
The order will go into effect Friday and will last through at least April 13 .,The order will go into effect Friday and will last through at least April 13 .
He also said that Georgia would need additional time to help prepare its hospitals for the expected surge of infected patients .,Kemp also said that Georgia would need additional time to help prepare Georgia hospitals for the expected surge of infected patients .
"Georgia currently has 4,748 confirmed cases of coronavirus and 154 deaths , according to the state ’s department of public health .","Georgia currently has 4,748 confirmed cases of coronavirus and 154 deaths , according to the state ’s department of public health ."
