raw,replaced
Georgia's GOP governor admits he just learned asymptomatic people can spread coronavirus .,Georgia's GOP governor admits Georgia's GOP governor just learned asymptomatic people can spread coronavirus .
2020-04-03 06:08:34 +00:00 .,2020-04-03 06:08:34 +00:00 .
Get breaking news alerts and special reports .,Get breaking news alerts and special reports .
"The news and stories that matter , delivered weekday mornings .","The news and stories that matter , delivered weekday mornings ."
"Brian Kemp , the Republican governor of Georgia , admitted on Wednesday that he had only just learned that asymptomatic individuals can still spread coronavirus — even though health experts had warned about the possibility as early as January .","Kemp  Georgia , admitted on Wednesday that Kemp had only just learned that those individuals can still spread the virus  — even though health experts had warned about — as early as January ."
"Kemp , in a news conference Wednesday said the fact that he ’d just learned that information contributed to him issuing a statewide shelter - in - place order .","Kemp , in a news conference Wednesday said the fact that Kemp  we ’ve just learned that information contributed to Kemp issuing The order ."
"Kemp , said that he had , in just the last 24 hours , learned “ that this virus is now transmitting before people see signs . ”","Kemp , said that Kemp had , in just the last 24 hours , learned “ that the virus is now transmitting before people see signs . ”"
"“ So what we ’ve been telling people from directives from the CDC for weeks now , that if you start feeling bad stay home , those individuals could have been infecting people before they ever felt bad , ” Kemp said .","“ So what we ’ve been telling people from directives from The CDC for weeks now , that if you start feeling bad stay home , those individuals could have been infecting people before those individuals ever felt bad , ” Kemp said ."
"“ Well , we did n’t know that until the last 24 hours ” he added .","“ Well , us did n’t know that until the last 24 hours ” Kemp added ."
"“ This is a game - changer for us , ” Kemp said .","“ This is a game - changer for us , ” Kemp said ."
"On Monday , Centers for Disease Control and Prevention Director Dr. Robert Redfield told NPR station WABE of Atlanta that as many as 25 percent of infected people remain asymptomatic , and that people without symptoms do contribute to the transmission of the virus .","On Monday , Redfield 's told NPR station WABE of Atlanta that as many as 25 percent of infected people remain asymptomatic , and that people without symptoms do contribute to the transmission of the virus ."
"On Thursday , Georgia 's health department in a statement said that it had been known for weeks that infected people without symptoms were likely able to spread it , but it referred to Redfield 's comments and characterized it as new data .","On Thursday , Georgia  Georgia 's health department in a statement said that it had been known for weeks that infected people without symptoms were likely able to spread the virus , but Georgia 's health department in a statement referred to Redfield 's  Redfield 's comments and characterized Redfield 's comments as new data ."
""" Additionally , science also now informs us that individuals who are symptomatic , are infectious up to 48 hours before symptoms appear , "" the state Department of Public Health said .",""" Additionally , science also now informs us that individuals who are symptomatic , are infectious up to 48 hours before symptoms appear , "" the state Department of Public Health said ."
""" This new information tells the health care community , medical researchers , public health and governments why COVID-19 is spreading so rapidly . """,""" This new information tells the health care community , medical researchers , public health and governments why COVID-19 is spreading so rapidly . """
The CDC said as early as March 30 that coronavirus could be spread by asymptomatic individuals who had been infected .,The CDC said as early as March 30 that coronavirus could be spread by asymptomatic individuals who had been infected .
"However , prominent doctors had publicly discussed that finding for months .","However , prominent doctors had publicly discussed spread for months ."
""" There 's no doubt ...",""" There 's no doubt ..."
"that asymptomatic transmission is occurring , "" Dr. Anthony Fauci , director of the National Institute for Allergy and Infectious Diseases , said in January , though it was unclear at the time how the widespread it was occurring .","that asymptomatic transmission is occurring , "" Dr. Anthony Fauci , director of the National Institute for Allergy and Infectious Diseases , said in January , though it was unclear at the time how the widespread spread was occurring ."
"Dr. Deborah Birx , the coronavirus response coordinator for the White House Coronavirus Task Force , said last month that young people in particular could be spreading the virus without knowing .",Birx said last month that young people in particular could be spreading the virus without knowing .
""" Until you really understand how many people are asymptomatic and asymptomatically passing the virus on , we think it 's better for the entire American public to know that the risk of serious illness may be low , but they could be potentially spreading the virus to others , "" Birx said .",""" Until you really understand how many people are asymptomatic and asymptomatically passing the virus on , the National Institute for Allergy and Infectious Diseases think it 's better for the entire American public to know that the risk of serious illness may be low , but the entire American public could be potentially spreading the virus to others , "" Birx said ."
"Kemp said it was learning that information that led him to issue his shelter - in - place order , making him just the latest U.S. governor to do so .","Kemp said it was learning that information that led Kemp to issue Kemp  The order , making Kemp just the latest U.S. governor to do so ."
The order will go into effect Friday and will last through at least April 13 .,The order will go into effect Friday and will last through at least April 13 .
He also said that Georgia would need additional time to help prepare its hospitals for the expected surge of infected patients .,Kemp also said that Georgia would need additional time to help prepare Georgia hospitals for the expected surge of infected patients .
"As of Thursday evening Georgia had 5,444 confirmed cases of coronavirus and 176 deaths , according to the state ’s department of public health .","As of Thursday evening Georgia had 5,444 confirmed cases of coronavirus and 176 deaths , according to the state ’s department of public health ."
